Property location,price,bedrooms,yr_built,sqft_living,sqft_lot,floors,waterfront,view,Condition,grade,yr_renovated
California,339888,4,2007,1440,6144,1,0,0,0,6,0
California,269950,3,2019,1660,7003,2,0,0,0,7,0
Arizona,1.19E+06,3,2006,2510,4600,2,0,2,0,10,0
Connecticut,780000,4,2019,3090,12511,2,0,0,0,10,0
California,198000,3,2007,860,5185,1,0,0,0,6,0
Arizona,350000,2,2001,1220,28703,1,0,0,1,7,2007
Arizona,350000,3,2006,1010,7680,1,0,0,0,7,0
Arizona,319000,4,2017,2390,7350,2,0,0,0,8,0
California,311000,4,2008,3340,8000,2,0,0,1,8,2019
Florida,394000,5,2004,3620,4650,2,0,0,0,8,0
California,1.34E+06,5,2006,4200,5800,2.5,0,0,0,9,0
Arizona,2.70E+06,5,2002,3831,13800,2,1,4,1,9,2021
California,396000,3,2009,1980,9540,1,0,0,1,7,2019
Arizona,809000,4,2010,1790,8372,1,0,0,1,8,2019
California,480000,3,2010,1580,7400,1,0,0,1,7,2019
Arizona,535000,6,2008,2460,6000,1,0,0,1,7,2019
California,425000,5,2007,2110,5120,2,0,0,0,7,0
Arizona,408000,3,2006,1470,1204,3,0,0,0,8,0
Arizona,1.26E+06,4,2006,3510,13100,2,0,0,0,10,0
California,310000,1,2007,520,2885,1,0,0,0,6,0
California,292000,3,2019,1950,7421,2,0,0,0,8,0
Connecticut,217000,2,2002,770,9715,1,0,0,1,6,2021
Connecticut,398500,4,2005,2250,6064,2,0,0,0,8,0
California,2.25E+06,3,2017,4040,7200,1.5,0,2,0,9,0
California,700000,4,2001,2360,6000,1,0,0,1,7,2007
California,585000,4,2017,2330,45860,2,0,0,0,9,0
California,399950,3,2001,1720,8910,1,0,0,1,7,2007
California,235000,3,2011,1900,8540,1,0,0,1,6,2019
California,212000,3,2000,1040,6800,1,0,0,0,6,2017
California,310000,3,2016,2070,9195,1,0,0,0,8,0
California,539000,3,2016,2070,9195,1,0,0,0,8,0
Connecticut,390000,3,2001,1550,1608,2,0,0,1,8,2007
Arizona,560000,3,2010,2020,11935,1,0,0,1,9,2019
Connecticut,800000,5,2020,3320,9024,2,0,0,0,9,0
California,1.90E+06,4,2010,4130,112521,2,0,0,1,11,2019
California,472000,5,2004,2030,9804,1,0,0,0,7,0
California,502550,3,2002,1770,7875,1,0,0,1,7,2021
Florida,830000,4,2004,3330,7809,2,0,0,0,9,0
Arizona,224950,4,2006,2260,9686,1,0,0,0,7,0
California,375000,3,2019,1950,6871,2,0,0,0,8,0
California,645000,3,2016,2930,19900,1.5,0,0,0,9,0
Connecticut,599000,3,2017,1960,2500,1.5,0,0,0,7,0
California,515000,4,2019,2980,12534,2,0,0,0,9,0
California,135000,2,2008,780,6685,1,0,0,1,5,2019
Connecticut,485000,3,2000,1650,4218,2,0,0,0,8,2017
Arizona,890000,3,2009,4030,12765,2,0,0,1,9,2019
California,215000,3,2008,1010,10125,1,0,0,1,7,2019
Arizona,299500,3,2012,1190,9600,1,0,0,1,7,2019
California,800000,2,2000,1050,8750,1,0,0,0,7,2017
Connecticut,275000,3,2002,1560,4244,2,0,0,1,7,2021
California,256400,3,2004,1490,7800,1,0,0,0,7,0
California,310000,2,2008,770,8149,1,0,0,1,6,2019
California,385000,1,2001,620,5100,1,0,0,1,6,2007
California,203000,3,2004,1200,9120,1,0,0,0,7,0
California,285000,4,2001,2120,6865,1,0,0,1,7,2007
Connecticut,473975,3,2020,2330,3610,2,0,0,0,8,0
California,320000,3,2010,2000,9760,1,0,0,1,8,2019
Arizona,599000,5,2006,2820,4608,1,0,0,0,7,0
California,580000,3,2016,2040,4800,1,0,0,0,7,0
Connecticut,269500,4,2020,1700,7056,2,0,0,0,7,0
California,274000,2,2001,820,6200,1,0,0,1,6,2007
California,347000,2,2009,1315,2162,2,0,0,1,8,2019
Arizona,270000,3,2002,1390,10905,1,0,0,1,6,2021
California,1.43E+06,3,2009,1890,12017,1,0,2,1,8,2019
California,220000,3,2018,1460,7226,1,0,0,0,7,0
California,243000,3,2001,1480,15416,1,0,2,1,8,2007
Connecticut,457500,3,2016,1840,4030,1,0,0,0,7,0
California,340000,2,2000,1880,7208,1,0,0,0,7,2017
California,657500,4,2008,1910,5000,1.5,0,0,1,7,2019
Connecticut,332500,4,2019,2220,4720,2,0,0,0,7,0
California,340000,3,2018,1410,10015,1,0,3,0,6,0
Arizona,350000,4,2002,3380,16133,1,0,1,1,8,2021
Arizona,428000,4,2006,1950,5602,1,0,0,0,7,0
Connecticut,515055,4,2020,2400,8320,2,0,0,0,8,0
California,450000,3,2008,1560,8968,1,0,0,1,8,2019
California,190000,3,2003,1040,8910,1,0,0,1,6,2020
Arizona,1.00E+06,4,2011,3090,16538,3,0,0,1,8,2019
Connecticut,299000,3,2005,1850,4600,2,0,0,0,7,0
Arizona,508000,2,2021,1200,2500,2,0,2,0,7,0
Connecticut,294000,4,2005,2190,3746,2,0,0,0,8,0
Arizona,320000,2,2010,1380,5820,1,0,0,1,7,2019
California,641000,5,2019,3710,8674,2,0,0,0,9,0
California,675000,3,2010,2320,98445,1,0,0,1,8,2019
Arizona,255000,3,2005,1110,10296,1,0,0,0,7,0
Florida,286651,3,2004,1830,4997,2,0,0,0,7,0
Arizona,607500,4,2007,2460,45738,1,0,0,0,8,0
Arizona,765000,3,2002,1270,6500,1,0,0,1,7,2021
California,334950,4,2003,1700,40973,1,0,0,1,8,2020
Arizona,426000,3,2000,1130,9147,1,0,0,0,7,2017
California,775000,3,2006,1640,18730,1.5,0,0,0,7,0
Arizona,343000,2,2001,1040,8526,1,0,0,1,6,2007
Arizona,470101,4,2017,2320,7800,2,0,0,0,8,0
California,195000,3,2002,1200,7800,1,0,0,1,7,2021
Arizona,772500,4,2017,1720,4410,1.5,0,2,0,7,0
California,450000,3,2001,2330,11740,1,0,0,1,8,2007
Connecticut,1.44E+06,4,2001,4410,9231,3,0,3,1,11,2007
California,525000,4,2007,1650,8560,1,0,0,0,8,0
California,280000,3,2011,1370,11400,2,0,0,1,7,2019
Arizona,270000,3,2017,1770,8640,1,0,0,0,7,0
Connecticut,406100,3,2005,1410,1332,3,0,0,0,8,0
California,332544,2,2021,1710,4187,1,0,0,0,7,0
California,110000,2,2007,790,8250,1,0,0,0,6,0
California,685000,6,2012,2770,5854,1.5,0,0,1,8,2019
California,461000,4,2000,1260,8505,1.5,0,0,0,7,2017
Arizona,615000,3,2011,2300,8067,1,0,0,1,8,2019
Connecticut,550000,2,2017,1070,3000,1,0,0,0,7,0
California,1.06E+06,4,2018,3850,8100,2,0,1,0,11,0
California,685000,3,2018,2320,219978,2,0,0,0,8,0
Arizona,1.56E+06,5,2004,2870,16238,2,0,0,0,8,0
Georgia,312000,4,2003,1830,5175,2,0,0,1,7,2020
California,507500,3,2010,1990,9594,1,0,0,1,8,2019
Arizona,217000,3,2006,1110,9827,1,0,0,0,7,0
Arizona,439000,3,2012,1830,13477,1,0,3,1,7,2019
Florida,620000,6,2004,3600,6875,2,0,0,0,8,0
Connecticut,915000,4,2019,3210,8532,2,0,0,0,10,0
California,425000,4,2010,1490,5300,1,0,0,1,7,2019
California,435000,2,2007,990,5643,1,0,0,0,7,0
California,305000,3,2019,1646,12414,2,0,0,0,7,0
Arizona,276000,2,2010,720,4000,1,0,0,1,6,2019
Arizona,327500,3,2017,2310,7200,2,0,0,0,8,0
Georgia,810000,3,2003,2670,10481,2,0,0,1,9,2020
California,715000,3,2018,3060,9055,2,0,0,0,10,0
California,272000,3,2004,1380,11760,1,0,0,0,7,0
California,266000,2,2009,700,5559,1,0,0,1,6,2019
California,543000,3,2004,1710,8364,2,0,2,0,7,0
Arizona,400000,3,2016,1450,8064,1,0,0,0,8,0
California,509500,5,2003,2060,9000,1,0,0,1,7,2020
California,495000,3,2019,2380,6250,2,0,3,0,8,0
Connecticut,424950,4,2001,2760,5564,2,0,0,1,7,2007
Arizona,230000,3,2002,940,10875,1,0,0,1,7,2021
California,235000,4,2000,1760,6150,1.5,0,0,0,7,2017
Connecticut,763000,3,2002,1360,8752,1,0,2,1,6,2021
California,350000,3,2020,2010,6150,2,0,0,0,7,0
Arizona,900000,3,2010,2160,2260,2,0,2,1,8,2019
California,250000,3,2008,930,6060,1,0,0,1,6,2019
Florida,225000,3,2004,1020,2040,2,0,0,0,7,0
California,255000,2,2009,1360,5433,1,0,0,1,8,2019
California,161700,4,2009,1720,7200,1,0,0,1,7,2019
California,336000,3,2017,1790,13350,1,0,0,0,7,0
California,410500,3,2001,1150,6800,1,0,0,1,7,2007
California,502700,4,2007,2710,14016,2,0,0,0,8,0
California,505000,3,2010,2400,9601,1,0,0,1,7,2019
California,250000,3,2007,1660,7650,1.5,0,0,0,7,0
California,570000,3,2007,1660,7650,1.5,0,0,0,7,0
California,349900,4,2018,2290,8796,2,0,0,0,8,0
California,465000,3,2017,2870,25663,2,0,0,0,10,0
California,625000,4,2017,4240,25639,2,0,3,0,10,0
Arizona,655000,3,2000,1800,5102,1,0,0,0,7,2017
California,469000,4,2006,2960,11347,1,0,0,0,8,0
Arizona,355000,3,2005,1980,7200,1,0,0,0,8,0
Connecticut,596000,3,2001,1730,2631,2,0,0,1,8,2007
Arizona,790000,4,2017,3020,36893,2,0,0,0,9,0
California,885000,4,2018,4470,86225,2,0,0,0,10,0
California,1.03E+06,4,2008,2830,4000,2,0,0,1,9,2019
California,710000,4,2001,2120,5400,1,0,0,1,8,2007
California,428040,3,2017,2150,9266,2,0,0,0,8,0
Arizona,1.37E+06,5,2002,3510,13843,1,0,2,1,8,2021
Connecticut,546000,2,2016,970,3400,1,0,0,0,7,0
California,540000,4,2000,1360,5766,1.5,0,0,0,7,2017
California,435000,3,2016,1470,3000,1,0,0,0,7,0
Arizona,540000,4,2016,3040,10283,1,0,0,0,8,0
Arizona,284000,2,2010,860,7204,1,0,0,1,7,2019
Connecticut,208000,2,2002,820,5700,1,0,0,1,5,2021
California,315000,3,2010,1900,7076,1,0,0,1,7,2019
California,417500,2,2007,1330,5510,1,0,0,0,6,0
California,345000,3,2010,1240,38095,1,0,0,1,7,2019
Florida,375000,3,2004,1330,1064,3,0,0,0,8,0
Arizona,389800,3,2002,1880,12821,1,0,0,1,7,2021
California,475000,3,2008,1890,7560,1,0,0,1,8,2019
California,569000,4,2011,2250,41688,2,0,0,1,8,2019
Connecticut,985000,5,2020,4650,108464,2,0,0,0,10,0
California,532000,3,2021,1830,8022,2,0,0,0,8,0
California,280000,2,2000,720,5000,1,0,0,0,6,2017
California,435000,4,2004,1960,50112,1,0,0,0,7,0
California,223000,3,2000,1220,71191,1,0,0,0,6,2017
California,390000,2,2007,1800,119790,1,0,0,0,7,0
Arizona,315000,3,2012,1340,12800,1,0,0,1,7,2019
California,612000,3,2016,1740,3700,1,0,0,0,7,0
Arizona,591000,3,2016,1680,2400,1,0,0,0,7,0
California,800000,4,2007,3220,8436,2,0,0,0,8,0
Arizona,225000,3,2017,1610,8400,1,0,0,0,8,0
California,589900,2,2018,3160,66646,2,0,0,0,7,0
Arizona,565000,4,2011,2520,13156,1,0,0,1,8,2019
California,650000,3,2000,2120,8448,1,0,0,0,7,2017
California,499000,3,2000,2090,8505,2,0,0,0,8,2017
Arizona,280000,3,2002,1330,20562,1.5,0,0,1,5,2021
California,649950,3,2004,2420,7500,1,0,2,0,8,0
California,420000,3,2001,1510,6360,1,0,0,1,7,2007
Georgia,319990,4,2003,2120,5293,2,0,0,1,7,2020
Arizona,265000,3,2018,1850,16535,1,0,0,0,7,0
Arizona,482000,3,2016,2300,16474,1,0,0,0,7,0
California,452000,3,2002,2600,14810,1,0,2,1,8,2021
Connecticut,1.49E+06,4,2019,5180,13077,2,0,3,0,12,0
California,375000,2,2003,1810,8527,1.5,0,0,1,7,2020
California,588000,5,2000,2190,4900,2,0,0,0,7,2017
Connecticut,635000,4,2019,2500,10215,2,0,0,0,9,0
California,280500,4,2019,1890,6962,2,0,0,0,8,0
California,210500,2,2016,2040,8600,1,0,0,0,6,0
Arizona,196500,3,2011,1310,7000,1,0,0,1,7,2019
California,1.40E+06,5,2008,4010,8510,2,0,1,1,9,2019
California,475000,3,2010,1780,8033,1,0,0,1,7,2019
California,550000,3,2021,1980,9061,2,0,0,0,8,0
Georgia,1.58E+06,3,2007,3690,7200,2,0,0,0,11,0
California,240000,3,2018,1540,6687,1,0,0,0,7,0
Arizona,272000,3,2018,1130,8100,1.5,0,0,0,6,0
Connecticut,408506,3,2000,2480,209199,1.5,0,0,0,8,2017
California,640000,3,2018,2580,7500,2,0,0,0,9,0
California,316000,4,2018,2010,7226,2,0,0,0,8,0
California,299000,4,2003,2320,12000,1,0,0,1,7,2020
Florida,447500,2,2004,1180,2090,2,0,0,0,7,0
Connecticut,736500,4,2000,3180,21904,2,0,3,0,9,2017
Connecticut,665000,4,2016,2970,52567,2,0,0,0,8,0
Arizona,707000,5,2009,3050,13212,1,0,0,1,8,2019
Arizona,215000,4,2002,1630,8000,1,0,0,1,7,2021
California,275000,3,2017,1620,6415,2,0,0,0,7,0
California,648000,4,2016,2170,8240,2,0,1,0,8,0
California,415000,4,2021,2150,8173,2,0,0,0,8,0
Connecticut,690000,3,2020,1770,1800,3,0,0,0,8,0
Arizona,320000,4,2011,2110,13260,1,0,0,1,7,2019
California,750000,3,2002,1590,8285,1,0,0,1,8,2021
Connecticut,355000,3,2005,1370,1524,3,0,0,0,8,0
Arizona,246000,3,2009,1390,7399,1,0,0,1,7,2019
California,1.16E+06,3,2007,1640,10464,1,0,2,0,8,0
Arizona,744000,3,2017,2670,12187,2,0,0,0,8,0
California,1.21E+06,3,2019,5400,24740,2,0,0,0,11,0
California,217000,3,2010,1690,6750,1,0,0,1,7,2019
Connecticut,583000,3,2019,2600,5100,2,0,1,0,8,0
California,515000,2,2005,1400,5000,1,0,0,0,7,0
Arizona,594000,4,2006,2140,8000,1,0,0,0,8,0
California,303100,3,2000,1640,5650,1,0,0,0,8,2017
California,430000,3,2007,1720,15225,1,0,0,0,7,0
Florida,708000,5,2004,3060,11778,2,0,0,0,8,0
Arizona,221000,3,2002,1150,7260,1,0,0,1,7,2021
Connecticut,325000,3,2019,2000,7205,2,0,0,0,8,0
Arizona,1.30E+06,1,2017,4810,28008,2,0,0,0,12,0
California,385000,3,2004,1560,5950,1,0,0,0,6,0
Arizona,359500,3,2013,2070,4689,2,0,0,1,8,2019
Arizona,433000,3,2016,1920,7200,1,0,0,0,7,0
Connecticut,525000,2,2008,1000,4950,1,0,0,1,7,2019
Arizona,356200,3,2017,1690,10062,1,0,2,0,7,0
California,595000,4,2009,3090,87120,1,0,0,1,7,2019
Arizona,560000,4,2016,1790,3420,1,0,0,0,7,0
Arizona,2.18E+06,4,2010,4750,21701,1.5,0,0,1,11,2019
California,513000,4,2000,2090,4000,1,0,0,0,7,2017
Arizona,365000,2,2003,680,2550,1,0,0,1,5,2020
Arizona,368000,4,2005,2100,11942,1,0,0,0,7,0
California,870000,4,2008,2840,4000,1.5,0,0,1,8,2019
Arizona,225000,3,2016,1470,6808,1,0,0,0,7,0
Connecticut,1.39E+06,4,2019,4490,24767,2,0,2,0,11,0
California,177000,3,2016,1150,8079,1,0,0,0,7,0
California,465000,3,2002,1460,9879,1,0,0,1,7,2021
Arizona,750000,4,2010,3150,6343,1,0,3,1,8,2019
Arizona,149000,3,2007,1090,2800,1,0,0,0,6,0
Arizona,605000,3,2012,2670,47480,2,0,3,1,9,2019
Arizona,725000,3,2021,2110,5800,1.5,0,0,0,7,0
Georgia,413900,4,2007,1770,5236,2,0,0,0,7,0
Arizona,199950,3,2019,1510,6600,1,0,0,0,6,0
California,400000,1,2009,530,13679,1,0,0,1,6,2019
Connecticut,870000,3,2016,2420,5000,2,0,0,0,8,0
California,292000,5,2017,2490,7666,1,0,0,0,7,0
Arizona,225000,3,2006,990,8012,1,0,0,0,7,0
Arizona,466750,4,2002,1730,9139,2,0,0,1,8,2021
California,330000,2,2010,1440,11954,1,0,0,1,8,2019
Arizona,770000,1,2006,3260,8145,2,0,0,0,8,0
Arizona,802500,4,2002,1950,7000,1,0,1,1,8,2021
Connecticut,378800,5,2005,2740,5400,2,0,0,0,8,0
California,795000,3,2019,2940,12487,2,0,0,0,10,0
California,460000,3,2001,1200,7320,1,0,0,1,7,2007
Arizona,567000,3,2017,2070,10908,2,0,0,0,8,0
Arizona,209950,3,2012,1570,15570,1,0,0,1,7,2019
California,415000,2,2003,1050,60113,1,0,0,1,7,2020
Arizona,424500,4,2006,1830,6985,1,0,0,0,7,0
California,261000,2,2001,970,12500,1,0,0,1,6,2007
California,365000,3,2021,2200,9696,2,0,0,0,8,0
California,631000,4,2008,1930,3240,1.5,0,0,1,7,2019
California,3.80E+06,5,2010,7050,42840,1,0,2,1,13,2019
Arizona,584000,3,2018,1790,3962,2,0,0,0,8,0
California,310000,3,2009,1560,82328,1,0,0,1,7,2019
Arizona,717000,4,2018,2780,7985,2,0,0,0,10,0
Arizona,667000,3,2006,1720,8100,2,0,0,0,8,0
California,190000,3,2020,1640,8100,1,0,0,0,6,0
California,430000,3,2010,1730,9000,1,0,0,1,8,2019
California,213000,2,2000,740,7380,1,0,0,0,6,2017
Arizona,475000,3,2017,2280,3710,1,0,0,0,8,0
California,649000,2,2017,2090,23962,2,0,3,0,8,0
Arizona,715000,3,2017,2550,13458,2,0,0,0,9,0
Arizona,845000,4,2018,3350,19487,1,0,0,0,11,0
California,390000,3,2011,2770,8820,1,0,0,1,7,2019
California,390000,4,2016,2860,5724,1,0,0,0,7,0
California,328000,4,2010,1990,7194,1,0,0,1,8,2019
Arizona,239999,3,2006,1740,8436,1,0,0,0,7,0
California,225000,3,2007,1460,7740,1,0,0,0,7,0
Arizona,920000,3,2011,3670,11884,1,0,2,1,9,2019
California,940000,4,2018,3270,9231,2,0,0,0,10,0
California,465000,3,2009,1210,4872,1,0,0,1,6,2019
Arizona,241000,3,2017,1770,7000,1,0,0,0,7,0
Georgia,307550,4,2003,1980,5909,2,0,0,1,8,2020
Arizona,490000,4,2010,2650,9627,1,0,3,1,8,2019
Connecticut,647000,4,2020,3040,6887,2,0,0,0,8,0
Connecticut,780000,4,2020,3640,231739,1.5,0,0,0,10,0
Arizona,517500,3,2018,1810,4332,2,0,0,0,8,0
Arizona,295000,3,2006,1380,8682,1,0,0,0,7,0
Connecticut,560000,4,2017,1810,3400,2,0,0,0,8,0
California,319450,5,2017,2250,5472,1.5,0,0,0,7,0
Connecticut,1.50E+06,4,2005,3860,7199,2,0,1,0,9,0
Connecticut,340000,4,2020,2380,20277,1,0,0,0,8,0
California,249950,3,2002,1370,11658,1,0,0,1,6,2021
Connecticut,499950,3,2017,1830,3000,1.5,0,0,0,7,0
Arizona,1.04E+06,4,2006,1440,13296,1,0,0,0,8,0
California,750000,4,2010,2510,17200,1,0,2,1,9,2019
Arizona,875000,4,2006,3230,256132,2,0,0,0,9,0
Arizona,678000,3,2006,1670,7210,1,0,0,0,8,0
Arizona,360000,2,2011,780,4200,1,0,0,1,6,2019
California,354900,3,2008,1720,16552,1,0,0,1,7,2019
Arizona,632000,5,2006,2260,10087,1,0,0,0,8,0
Arizona,350000,3,2002,1480,9375,1,0,0,1,7,2021
California,990000,3,2000,2550,3900,2,0,2,0,8,2017
Connecticut,1.65E+06,4,2002,3920,881654,3,0,3,1,11,2021
Connecticut,481000,4,2002,2286,8269,2,0,0,1,8,2021
Arizona,485000,3,2011,1500,5412,1,0,0,1,7,2019
Arizona,477000,3,2018,1740,4960,2,0,0,0,8,0
Arizona,560000,5,2006,2880,9000,1,0,0,0,8,0
California,600000,6,2004,2600,9350,1,0,0,0,8,0
Arizona,622500,5,2009,3320,23760,2,0,0,1,8,2019
California,410000,2,2009,1660,2128,2,0,0,1,8,2019
Arizona,318200,3,2010,1990,3644,2,0,0,1,7,2019
California,289000,3,2018,1680,8424,1,0,0,0,7,0
California,263000,3,2016,1570,7775,2,0,0,0,7,0
Arizona,240000,3,2002,1150,4825,1,0,0,1,6,2021
Arizona,281500,3,2001,1270,7500,1,0,0,1,7,2007
Connecticut,587206,3,2020,1890,1710,2,0,0,0,8,0
Connecticut,482000,2,2000,1350,1248,2,0,0,0,7,2017
Arizona,485000,3,2006,1650,9500,1,0,0,0,8,0
Arizona,309000,3,2017,1450,11480,2,0,0,0,7,0
Arizona,221000,3,2016,1640,7350,1,0,0,0,7,0
California,700000,3,2009,2030,8398,2,0,0,1,9,2019
California,411500,5,2017,2420,7740,1,0,0,0,7,0
California,285000,4,2000,2770,10505,2,0,0,0,8,2017
California,395000,4,2016,1980,7931,1,0,0,0,7,0
California,237950,2,2021,1460,7926,1,0,0,0,7,0
Arizona,680000,3,2012,1610,8064,1,0,2,1,7,2019
California,199950,2,2003,1010,10057,1,0,0,1,6,2020
Connecticut,765000,4,2017,2760,4000,2,0,2,0,8,0
Connecticut,515000,2,2017,1060,4960,1,0,0,0,7,0
California,470000,3,2002,1510,8000,1,0,0,1,7,2021
California,330000,2,2019,880,4000,1,0,0,0,6,0
California,284000,3,2007,2150,9375,1,0,0,0,8,0
Connecticut,295000,3,2020,1660,8125,1,0,0,0,7,0
Arizona,555000,4,2012,2160,10987,1,0,0,1,8,2019
California,350000,3,2009,1370,8162,1.5,0,0,1,6,2019
Arizona,240000,3,2017,1460,5818,1,0,0,0,7,0
California,419900,3,2001,1450,7000,1,0,0,1,7,2007
Connecticut,528000,3,2016,1560,6300,1,0,0,0,7,0
California,481000,4,2004,2480,9869,1,0,0,0,8,0
California,304700,2,2009,740,5995,1,0,0,1,7,2019
Connecticut,715000,4,2019,2927,12171,2,0,0,0,10,0
California,738950,4,2002,2260,12005,1,0,0,1,8,2021
Arizona,215000,3,2006,1240,9405,1,0,0,0,7,0
California,300000,6,2003,2040,10812,1,0,0,1,5,2020
Connecticut,346000,3,2000,1270,8100,1,0,0,0,6,2017
Connecticut,473000,4,2019,4370,37193,2,0,3,0,8,0
California,500000,3,2000,1700,6120,1,0,0,0,7,2017
California,750000,2,2003,1300,7632,1,0,2,1,7,2020
Arizona,519900,4,2006,1820,9350,1,0,0,0,8,0
California,378500,2,2009,880,6171,1,0,0,1,7,2019
Arizona,314500,3,2002,1870,12381,1,0,0,1,8,2021
California,499950,3,2007,1350,9315,1,0,0,0,7,0
California,1.74E+06,5,2017,4870,7700,2.5,0,3,0,10,0
Connecticut,630000,3,2020,2460,38794,2,0,0,0,9,0
Arizona,360000,4,2001,1720,6417,1,0,0,1,7,2007
Arizona,460000,2,2010,2730,19877,1,0,0,1,8,2019
Arizona,361000,3,2016,1100,4046,1.5,0,4,0,6,0
Arizona,713400,3,2002,1810,9845,1,0,0,1,8,2021
Arizona,445000,2,2010,930,3150,1,0,0,1,6,2019
Arizona,305000,4,2006,1590,131551,1,0,3,0,7,0
California,1.43E+06,3,2009,2710,9204,1.5,0,4,1,9,2019
Arizona,222000,3,2004,1460,8400,1,0,0,0,6,0
Connecticut,510000,5,2005,3400,4499,2,0,0,0,8,0
Georgia,500000,5,2003,2920,11440,2,0,0,1,8,2020
Arizona,605000,2,2007,910,3600,1,0,0,0,7,0
Arizona,393000,3,2012,1320,10720,2,0,0,1,8,2019
Connecticut,725000,4,2000,2490,5170,2,0,0,0,9,2017
Connecticut,320000,3,2000,2220,11646,1,0,0,0,7,2017
California,210000,4,2007,1130,7840,1,0,0,0,7,0
Connecticut,419900,4,2005,2750,5767,2,0,0,0,9,0
California,410000,4,2006,2240,4447,2,0,0,0,7,0
California,721000,3,2004,2680,10440,1,0,1,0,8,0
California,605000,2,2012,1270,5500,1.5,0,0,1,8,2019
Connecticut,738000,3,2019,1520,5500,1.5,0,0,0,7,0
California,725000,6,2008,2480,12000,2,0,0,1,8,2019
California,255000,2,2010,960,20954,1,0,0,1,7,2019
Georgia,303000,3,2009,1340,873,3,0,0,1,8,2019
Arizona,394950,3,2002,1090,7700,1,0,0,1,7,2021
California,530000,4,2009,2240,5580,2,0,0,1,7,2019
Florida,475000,4,2004,3740,8700,1,0,0,0,10,0
Connecticut,250000,4,2019,1800,8100,2,0,0,0,7,0
Arizona,180000,3,2011,780,3540,1,0,0,1,6,2019
Arizona,443500,2,2011,1330,4140,1,0,0,1,7,2019
Florida,390000,4,2004,1900,76877,1,0,0,0,8,0
California,430000,4,2009,1570,7650,1,0,0,1,7,2019
California,460000,5,2004,3100,7260,2,0,0,0,8,0
Connecticut,660000,3,2001,2740,3785,2,0,0,1,9,2007
California,515000,3,2009,1570,10939,1,0,0,1,8,2019
California,482500,3,2001,1330,6490,1,0,0,1,7,2007
California,305000,2,2017,1140,2980,2,0,0,0,7,0
California,835000,4,2017,1550,4000,1.5,0,0,0,9,0
Connecticut,237000,3,2019,1290,7952,1,0,0,0,7,0
California,445000,2,2016,1510,2001,2,0,0,0,8,0
California,710000,4,2001,2720,8000,1,0,0,1,7,2007
California,180000,3,2005,840,5700,1,0,0,0,5,0
Connecticut,280017,3,2019,1850,8770,2,0,0,0,8,0
California,436500,4,2017,2290,11173,2,0,0,0,8,0
California,1.26E+06,4,2006,3200,7535,2,0,0,0,9,0
Arizona,420000,3,2002,1800,9800,1,0,0,1,7,2021
California,205000,3,2004,860,7467,1,0,0,0,6,0
California,570000,3,2006,1980,10203,1,0,0,0,7,0
Connecticut,565000,4,2008,2140,7102,1,0,0,1,7,2019
California,287000,2,2010,2410,7500,1,0,0,1,7,2019
California,260000,4,2010,1650,7276,1,0,0,1,7,2019
California,470000,4,2010,1650,7276,1,0,0,1,7,2019
California,700000,3,2017,2410,9916,2,0,0,0,10,0
California,249000,3,2016,1520,7500,1,0,0,0,8,0
California,568000,3,2010,2050,3520,1,0,0,1,7,2019
California,500000,4,2005,1720,4011,1.5,0,0,0,7,0
California,358000,5,2011,2390,8775,1,0,0,1,7,2019
California,225000,3,2018,1680,6755,2,0,0,0,8,0
Arizona,275500,3,2012,1060,7246,1,0,0,1,6,2019
Connecticut,495000,3,2001,1860,3150,2,0,0,1,8,2007
California,758800,5,2000,1750,5000,1,0,0,0,8,2017
California,280000,3,2016,1480,8165,1,0,0,0,7,0
Connecticut,380500,3,2018,1900,7361,2,0,0,0,8,0
California,3.20E+06,1,2007,6210,8856,2.5,0,2,0,11,0
California,260000,3,2002,1440,12888,1,0,2,1,7,2021
Connecticut,630000,4,2014,1910,1502,3,0,0,0,8,0
Arizona,875000,3,2009,2010,4000,1,0,0,1,7,2019
Arizona,457500,3,2021,960,4600,1.5,0,0,0,6,0
Connecticut,900000,2,2001,1240,5500,1,0,0,1,7,2007
Connecticut,235000,2,2001,870,6450,1,0,0,1,6,2007
Arizona,410000,3,2012,1400,45738,2,0,0,1,8,2019
Arizona,355000,3,2012,1850,9600,1,0,0,1,7,2019
Florida,1.30E+06,4,2004,4270,6002,2,0,3,0,10,0
Connecticut,467500,3,2008,2260,8512,1,0,0,1,7,2019
California,500000,4,2009,2690,7350,1.5,0,0,1,7,2019
California,995000,4,2010,2780,9550,2,0,4,1,10,2019
California,277000,3,2002,1140,8144,1,0,0,1,7,2021
California,630000,4,2007,2900,9680,2,0,0,0,7,0
Arizona,628000,5,2002,2830,11795,1,0,0,1,7,2021
California,655000,5,2018,2560,46786,2,0,0,0,8,0
Connecticut,170000,2,2000,1240,9900,1,0,0,0,7,2017
Arizona,352500,4,2006,2100,10750,1,0,2,0,8,0
California,615000,4,2019,3120,34040,2,0,0,0,9,0
Arizona,165000,3,2006,970,6600,1,0,0,0,7,0
Arizona,243500,4,2006,2300,15188,2,0,0,0,7,0
Georgia,304000,2,2003,950,676,2,0,0,1,7,2020
Arizona,369000,3,2002,2110,5195,1,0,0,1,7,2021
Connecticut,779950,4,2014,2990,4298,2,0,0,0,9,0
California,605000,4,2003,2940,48788,1,0,0,1,7,2020
